DrugName,Comments,Ratings,Sentiment
Lupron,"Lupron Depot 11.25mg 3 month suspension has given me my life back. I have been on this for a month and saw my doctor today. His first words were wow! It is shrinking my huge fibroids. I had constant bleeding with flooding every month. Finally Sept 8th, 2010 I hemorrhaged. I was admitted into the hospital unconscious. Thank God my husband had the presence of mind not to sign a consent form for an emergency hysterectomy. I spot rarely now and have lost 4 pant sizes because the fibroids have shrunk so much. I will take my second shot on Jan 4th, 2011 and hope it will put me in permanent menopause. I am 49 and will avoid surgery at all costs. My side effects have been mild at best. My experience has been fantastic so far.",10,1
Lupron,"I was so skeptical about these shots, scared to death of the side effects after reading posts...I could kick myself! My shirts fall past my waist, I always looked pregnant. Slight headache, took generic aspirin, did the trick, hot flashes, weird but no that bad. Cycle, had one regular (heavy) period then skipped. 
Overall, I was so satisfied, I just called and ordered my second shot (I get them quarterly).
Everyone reacts different to different types of medication...what works for others may not work for you but this did work for me.
Good Luck...Sorry for the grammer stuff was in a rush",10,1
Lupron,"My rating is based SOLELY on symptoms, I am unsure about the effectiveness being that I haven't checked my fibroid size yet to see if it has suppressed. To furthermore explain, I was diagnosed with a large fibroid about 10cm (outside my uterus) through a CT scan. I'm 28, no children, but hoping to conceive in my early 30s, therefore I chose to go on with the Lupron shot (3.75) to hopefully shrink the fibroid for surgery early next year. After reading the side effects, I was terrified and put this off for a year and a half. I have had ONE symptom and that is I do notice that my  (face) is a bit clammy/dry. Just wishing I never put it off due to fear. I just finished my first month. Will update how month 2 went in January!",10,1
Lupron,"I had a fibroid that had grown into my uterine cavity and it caused heavy bleeding, large blood clots, and discomfort.  I had surgery scheduled in June of 2016 and was given a Lupron injection in March of 2016 to shrink the fibroid to make surgery easier.  I had read terrible reviews and was scared of the side effects.  Overall my experience was very positive, I had minor side effects such as hot flashes and migraines.  I am in my mid-twenties and very active, which I believe helped.  No weight gain or hair loss.  I felt great throughout the 3 months and actually felt more mentally and hormonally balanced then ever before...I'm actually kind of upset it has worn off!  Don't be afraid of this drug, it worked wonders for me!",10,1
Lupron,"Awesome stuff!  I went on Lupron so I could be a candidate for focused ultrasound treatment.  Don't let all the negative reviews scare you!  I used to look about 4 months pregnant.  I am otherwise healthy, thin and exercise regularly.  Had minor hot flashes; not a big deal considering the overall benefits.  My mass of fibroids shrank dramatically in 3 months. Previously hard, round abdominal area shrank considerably!  I couldn't believe how successful Lupron was for me, and how good I felt on it.  I went off the pill (which I was on for years for constant bleeding/spotting).  Didn't have memory loss, hair loss or bad moods like many other women's experiences.  I took vitamins while on it to help counteract things like possible bone loss.",10,1
Lupron,I had extremely painful periods and constant bleeding. My doctor started me on the shot in Jan. and had second one in March. Best thing I ever did. No bleeding after 1st month and no pain after the 2nd month. Side effects were in my opinion mild. Worst were the hot flashes but in my opinion worth it. Doctor only wanted me to have to 2 shots so after June going to see what happens. I don't want to get on any birth control so will see what happens. I'm really hoping this makes it all better.,10,1
Lupron,"I was bleeding 24/7 and anemic due to a large fibroid.  First I tried Depo Provera shots, which didn't work.  All bleeding stopped about a week and a half after my first Lupron shot.  At this point, it's only been a month, so I don't know if I'll still need a hysterectomy. ",10,1
Lupron,"I have been on lupron for 3 years. I began the shot in 2013 with a 11 cm fibroid too large for surgery at time. I am now in my late 50's and still testing positive on hormon tests. another words if I go off lupron I a assuming the fibroid will grow again and I will begin again to menstruated and have heavy bleed and large clots.  my headaches became much less and only have hotflashes towards the end of my 3 month shot. I get shots quarterly. my bone density was just shy from normal with no concerns for many years. I take calcium, D3 and K2 (MK7-helps make calcium go to bone not soft tissue like calcification and bone spurs ).  
for me is has been the best thing in my life.  I can't imagine why people have bad results. oh and no weight gain.",10,1
Lupron,"Finally, something that worked for my fibroids! Yay",9,1
Lupron,"I was having very heavy periods due to fibroids. My Gyn gave me the shot and it was amazing! No more periods! the trade off I took was night sweats and early onset menopause, but after such heavy bleeding that I have very low blood count, anemia and vitamin D deffieciency, it was well worth it! I'm only in the last few weeks of my first shot, but I can't wait for the next one!",9,1
Lupron,"I started taking Lupron in November, 2014, and I am currently still taking the shots. I have had almost no side effects except for occasional hot flashes. I was put on Lupron because of heavy bleeding, due to my large fibroids. I am extremely happy with the results. My fibroids have shrunk to the point that I can now have a laparoscopic hysterectomy, rather than the old fashion full abdominal surgery. I haven't had a menstrual cycle in 9 months.",9,1
Lupron,"I have had like 8 fibroids super big  started 2015 March started bleeding blood clots. I was close to 50 years old so I found a study and she recommended lupron, I'm not gonna lie had 3 shots, my hair fell out - its gone, but for the pain I'm in right now might have to get my 4th shot.  This situation changes your life style 100%. Horrible uterus pain is unbelievable. 
 My hot flash/ cold flash worst are without lupron.",9,1
Lupron,I had to get the 3 month Lupron Depot shot to help shrink my uterine fibroid and to help minimize the bleeding before surgery. After reading all the reviews on the shot I was very scared to get it but I am now going into my third month on the shot with minimal side effects. My doctor did recommend that I continue my birth control pills while on the shot to help add a little estrogen back into my system. I'm not sure if that's what help me with the side effects. All in all everyone's body reacts differently.,9,1
Lupron,"I didn't experience any major problems, except some mild stomach cramping initially and continued heavy bleeding for the first two injections. By my 3rd shot, just mild spotting and occasional cramping. I jut finished my 4th round, still no hot flashes, etc. I'm actually looking forward for my upcoming surgery soon.",8,1
Lupron,"Side effects experienced from 3-month shot: hot flashes, night sweats, fatigue, cognitive ""fuzziness"", decreased memory. I experienced a significant temporary reduction in fibroid size/abdomen size (pre-surgery).",8,1
Lupron,"I love that it completely stopped my outrageous heavy bleeding, which in turn made me anemic.  So I am happy for that.  However, the only side effect that I am experiencing is super dry skin on my arms, neck and face...I feel it is aging me overnight.  Some constipation, and not really hot flashes but warm spells every now and then.  Can't wait for surgery to get my hormones back to work.",8,1
Lupron,"I believe having this injection and educating yourself on the side effects goes hand in hand. I knew it could cause depletion of bones, I doubled up on calcium. I knew it would throw me into menopause, I immediately and consistently took black cohash. I had a hemoglobin of 6.5. It stopped my heavy periods which allowed it to rise to 12 in order to not have to have a transfusion during or after my hysterectomy. Educate yourself and prepare your body for the injection. The injection can not do all of the work, nor should you expect to.",8,1
Lupron,"I wanted to write a review for other omen who are thinking about getting this injection. I read a lot of horror stories online so I was pretty nervous. I got the 3 month injection to try and shrink my large fibroids.

Upshot is, it wasn't that bad but my fibroids didn't shrink; however, it stopped my periods. Preventing the excessive bleeding is good for health prior to hysterectomy. But it's expensive and insurance will make you jump through bureaucratic hoops to get it.

After getting the shot, I felt kind of weird. Then I had one last awful period blowout a few days later. Since then, no periods.

Menopause symptoms included hot flashes, brain fog, mild acne, some moodiness and irritability. However I think a lot of this can be worked around with good nutrition, exercise, breathable clothing, meditation.",8,1
Lupron,"I am 28 with a 21cm x 13cm uterine fibroid. 
I was told me surgery would be risky and would leave me with a scar from under my chest to my pelvic area, since I am only 28 and would like to have children of my own they decided to put me on Lupron for 6 months to shrink the fibroid by hopefully 50% and have a much smaller and less risky surgery. 
Went on the shot in June, with the first month being the hardest, with headaches, night sweats, hot flashes and my first period being very heavy and lots of clots. But I am on my 2 shot month 2.5 months in and I can say most of those symptoms went away, I only get hot flashes which are definitely bearable.",8,1
Lupron,Hot flashes throughout the day; moodiness and moderate depression and moderate fatigue.,7,1
Lupron,"1) Total loss of libido and sexual function within the first month-persisting for several months post-treatment; 2) Shrinkage of testicles and penis; 3) Breast growth; 4) Brutal hot flashes (2-3 times per hour, 24/7, as if your internal thermostat has gone haywire--lasting for another four months post-treatment; 4) Liver damage (GGT spiked to double upper limit w/o alcohol intake--slowly recovering with aid of milk thistle); 5) Cholesterol spiked 50% under same diet and daily exercise--slowly normalizing; 6) Onset of anemia with careful diet and daily exercise--slowly normalizing; 7) Vision impairment; 8) Sudden onset of fatigue--as if I suddenly could not stay awake for one more mile while driving home; 9) Much slower beard growth and loss of body hair; 10) Poor sleep at night and general lethargy during the day; 11) Weight gain (+10-15 lbs) under similar diet and regular exercise, which has been very difficult to lose since the last shot timed-out a year ago. This is a powerful drug that should be used only under full disclosure and with regular monitoring. Suggest doing a lab assessment every 3 months and being under the care of a good endocrinologist.",6,1
Lupron,"At 40 years old, I have suffered endometreosis for 25 years; severe enough to miss work every month when my period started. Symptoms were surpressed in early years by birth control bills and depo prevara shots (at different times); both of which helped. Due to a clotting disorder discovered in early 30's, I can not take hormone related treatments any longer. My gyn doctor suggested Lupron. I'm on month 4 of the 6 month treatment. I feel fabulous!! With the exception of hot flashes (about 10 / day), I experience no side effects. The hot flashes, which my doctor told me to except as the #1 side effect, are nothing compared to what I was experiencing every month. And I have no periods!! And no pain. And much, much more energy. I wish I would have tried this years ago. Have not decided the course of treatment afterwards (suggested to get ablasia). But for now, enjoying life!",10,1
Lupron,Lost all sex drive and became impotent while taking it. When you have no desire for sex not being able to perform is not a problem. I regained a much reduced but satisfactory libido and function after three months off it. In other words I can get a weak erection if I want to but it no longer is the primary factor in my life. My orgasms are dry but as I no longer have a prostrate this is to be expected. I had prostrate cancer at forty years of age. I am fifteen years cancer free and every day is a blessing. Living with a reduced sexual function is preferable than being a corpse with a rock hard erction,9.5,1
Lupron,"Used 18 years ago after surgery for endometriosis. I had no side affects except missing my period. It did it's job, and I was later able to have two children. The only thing I did not like about it was monthly doctor's visits, and the fact that it is a intermuscular shot...but I HATE shots. I would definately recommend this treatment if needed, but my doctor was careful, because osteoporosis runs in my family, he said I could never use for more than six months (which is how long we did it) in my lifetime.",9.5,1
Lupron,"Received 3-month shot two weeks ago to stop heavy menstrual bleeding in preparation for a hysterectomy next month. My period started and the bleeding is just as extreme as usual. No relief in blood or pain with this drug. Have experience hot flashes (minor), headaches (minor), night sweats, nausea (moderate), and have pain in upper right back area. Will be seeing doctor later this week to get checked on. I know it's early in the process, but I'm disappointed. I took it knowing about the side effects, but was willing to go along with them to get my bleeding under control and to build up my iron stores.",1,0
Lupron,"I was given 7 monthly injections of Lupron, given to me at my PCP's office each month.  This was done for the fibroids I had and for the fact that I was on a plan to have an entire hysterectomy at the end of that 7 months. I bled very little really, but overall thats about the best thing I can say about that drug

After every injection I was an emotional basketcase before I could even get back to my car from the doctors office--emotional to the hilt.   I'd go home and then...become lost in my own surroundings in my own home.  I would not recommend anyone who's planning on having a hysterectomy to use this 'pre-surgery' drug. Ever.  I mean, its hard enough to have to get a hysterectomy to begin with, then make it harder on yourself?",1,0
Lupron,This medicine has given me horrible headaches. Lost a lot of hair gained weight  insomnia.,1,0
Lupron,"My experience was horrible. My Obgyn recommended lupron for my fibroids. I have 1 large one  the size of grapefruit, 3 the size of tennis balls and many pea size. Surgery not an option. I get lupron shots 1 time a month for 6 months. I had 13 acne cysts in total on my face that I had to have sugerically removed (over time). I gained 30 pounds almost overnight and it took me 3 years of intense dieting to get this weight off. My body thought I was going thru menopause so I had the hot flashes as well. I would not do it again. I spent a fortune only to find out after 6 months and all of this that the tumors were the same size. Years later I am having health issues and wondering if related to lupron usage.",1,0
Lupron,It cause me permanent hair loss.,1,0
Lupron,"I had very heavy periods. My doctor offered lupron shot.  I decided to go with 2 lupron shots hopping it would shrink my fibroid.  Instead, my fibroid grew bigger.  It caused me horrible headaches with strongest pain killers not helping.  After each shot my period would not stop for a month (at least it was not heavy).  Hot flushes were horrible.  Good night sleep was gone.  I would wake up multiple times a night all drenched in sweat.  After effect of lupron wore out and my period re-started it was as heavy as before.  The only benefit I got was not having a period for few months (with some bleeding in between), but at a very high price (side effects and actual price).  I think as heavy as my period was it was better to have my period  for few days a month, than having frequent very bad headaches and constant hot flashes.   I would not recommend it based on my experience.  I would not have it done if I would have to decide today.",1,0
Lupron,"Had a large pedunctulated fibroid tumor on my uterus- shot was administered , they found my fibroid got larger after 3 months. Had to have a partial hysterectomy to have it removed so I could sit, drive and have sex without being uncomfortable or bleeding.  I had every side effect which was miserable. I had extreme hair loss (thinning) and I'm still trying to grow it back... this drug did not work for me. It has been over a year.",1,0
Lupron,"This drug was the worse form of treatment for my multiple symptoms - Daytime hot flashes and steady period was not worth it. I was administered this drug in 2008 and since then my life has never been the same. Forgetfulness covered in laughter by co-workers; poor cognitive skills, no sex drive & no desire to be touched. Headaches, blurred vision; quick weight gain and most of all I quit my job and I'm still try'n to figure out why when I was financially stable. Who was I?  Something in my brain is out of sync, I was not a person that took medicines. The Male-doctor pushed this on me & I was a patient with that organization for over 10yrs and I was the only 32yrs old & super active!",1,0
Lupron,Lupron did not work on me. I still had heavy periods and serve cramps. My fibroids grew and did shrink. I was very angry that the shot didn't work,1,0
Lupron,"This shot did not shrink my fibroids uterus before my operation. As a matter fact they grew.  It’s going on four months since I’ve had the shot, already had my operation.  Do still have my ovaries. I’m still getting hot flashes. I have a headache every day  of different levels. The nausea almost went away. Hot flashes are worse at night so I’m losing a lot of sleep.  The last three weeks my legs are aching every day when I get up. I have no desire to have sex.  This is definitely miserable. My doctor said the effects of the lupron would be gone in three months but they’re  still here. I don’t recommend the shot for anybody for any reason.",1,0
Lupron,"I had my first Lupron shot on August 10, 2012.  I started bleeding August 21, and it is now September 29 and have been bleeding ever since.  I've had a problem with anemia due to two fibroids.  I had my second Lupron shot on September 10.  I'm not sure I should continue this because I'm scared I won't be able to have surgery on November 2 due to anemia caused by blood loss.  Overall, Lupron is not working for me.",2,0
Lupron,"Received a 3 month injection 8/20 for heavy bleeding due to fibroids.  Did not stop bleeding/spotting until middle of October.  Now I need another dose and the price jumped from $10 (promo fee) to $1,100- $3,000.  Needless to say I cannot afford the next round.  Also had a headache for full 3 months.  However, my doctor said it did shrink my fibroid enough to get the ablation I need.",4,0
Lupron,I have been taking the Lupron shot for fibroids. I was bleeding so heavy I was wearing diapers could not wear pads anymore when I suffered my 6th stroke I told my doc look you are not putting me on any blood thinner suntil you fix the problem down there.  The first shot I bled afterward for like 3 days. But not as heavy as I normally would. My next shot is in July 2018. The first time I took the shot I had mood swings hot flashes at night headache and sleeplessness.  It takes you on a journey but my fibroids are shrinking tremendously. The newest side effect I discovered is swollen gums.  No fun. Do what you can to preserve your smile while taking this drug or you can lose your teeth.  I used to have a beautiful smile now that is gone.  The only drawback I have.,5,1
Lupron,"I am on a 3 month shot plan but monthly shots. I didn't want the 3 month all at once because I wanted to see how my body would react to it first.
Shot given 12/07/16 and today is 12/28/16. The first week, I didnt really have any side effects and I was really hopeful that this will be the worse. Wishful thinking didnt last long. Hot flashes, night sweats, chills, emotional wreck and I believe slight headaches that come and go.
BUT on the contrary, less than a month and my fibroid has already physically shrank. I havent seen the doc yet but I can physically see that it shrank. My clothes are loose in the belt line area. My fibroid was the size of a small grapefruit (17cm) but I really see a huge different in shrinkage.
Could be worse :/",5,1
Lupron,"I had the 3 month 11.25mg on 3/30/2015 to shrink my giant fibroid to the size that the laparoscopic myomectomy can be performed. I had no symptom of side effects for the first month and also having my period but ever since the second month (May) the side effects were really hitting me hard; including hot flashes and night sweat. Had my surgery at the end of June and my doctor confirmed that I had reacted to the Lupron more thanexpected as the fibroid not only shrink but part of it was degenerated. So Instead of a 2 hours operation, it ends up to be a 6 hours.  Now, it's been 5 months and the Lupron still lasting (period still not back yet), don't know when it will be gone.",5,1
Lupron,"I got my first Lupron shot on 07/22/2019 for fibroids. My obgyn decided to put me on Lupron to attempt to shrink my fibroids/Uterus so I can have a safe hysterectomy. I haven't had a menstrual cycle since 07/22/2019 that's awesome. So far I am experiencing: first week my buttock was very sore/tender from the injection site. I am experiencing a lot hot flashes through out the day and at night they last a few minutes. No night sweats. My body, but mainly my legs ache and feel tingly/numb. Restless nights, having trouble staying asleep. My hair is now very dry and brittle and hair loss. (It was healthy before). Vaginal dryness. Memory problems, trouble focusing. I am forgetting a lot of things. Major mood swings, from very angry to crying. Increased appetite (carb craving). I hope all this is worth it at the end. None of these side effects are unbearable but I definitely do not feel myself. Round 2 coming up 10/22/2019.",6,1
Lupron,Received one shot for three full months. Nearing the end . Major side effects were the hot flashes and some weird feeling of uneasiness. I would not take it again. Hot flashes are not cool.  Just had ultrasound and will be seeing doctor soon to see if shot was a success in killing cysts. The drug may work but wow all these side effects.,6,1
Lupron,"I am 52 (5'8"", 155 lbs) w/ large (13 cm) intramural fibroid (fibroid w/in the muscle wall of the uterus).   In case I had any adverse reaction to Lupron, decided to take the low dose injection (1 x a month) instead of the single high dose that lasts three months.  Felt pretty okay w/ Lupron, other than a dull headache that lingered on for two months (I only had two injections).  The actual fibroid did not shrink much after two months (from 13 to 11 cm) but the surgeon said it made the fibroid softer.  Had a laparoscopic hysterectomy w/ success.  90% recovered after five days.",6,1
Lupron,"Please Google Lupton Petition and look for the PETITION TO CONGRESS link. Click on it, you do not have to sign petition (although doing so would be greatly appreciated) and scroll down and read all the dreadful testimonies from men and women. Please stay away from this drug.",2,0
Lupron,sweating swelling difficult urination urination more then usual weight gain burning burning some swelling on the lip breathing difficult weakness tired general just feeling bad some time i get a head ace pain in ledge or arms increased in urination numbness in finger dark urination slow heart beat sometime it's hard to move stand up or sat down feet hurt hungry dry mouth unable to sleep constipation testicle pain,2,0
Lupron,Loss of Sexual desire (very hard on spouse)! Unable to perform at all sexually PSA has risen significantly after 2.5 to 3 years! Caused my transplanted KIDNEY to REJECT immediately! Life changing event!,2,0
Lupron,"Lupron was the absolute worse choice I ever made. It has wrecked havoc on my body, brain and health for the past 25+years. Doctors now little more about it now than they did then and they still tell patients NOTHING! It's horrifying!!! This drug caused me to have a stroke. It stops you from producing ALL pituitary hormones..not just estrogen/progesterone...ALL HORMONES, Neurotransmitters and essential Amino Acids...ALL are stopped when Lupron is injected. Our body and brain do NOT function correctly without these!!! Bad things are bound to happen to anyone who takes this drug!!! It changes you, your chemistry, the parts don't fit back together just because Lupron has stopped being injected...the damage is permenant. That's what no doctor will tell you...Because the drug reps don't tell them.... Learn all you can before you put this into your body or your childs body!",2,0
Lupron,"Severe side effects, especially with insomnia and mood. Didn’t get more than 4 hours of sleep a night for 6 months, caused Severe Anxiety, and triggered Severe Mania with Psychosis (delusional). I do have Bipolar Disorder which has been well-managed for over a decade, but the Lupron triggered the mania in such a rapid and intense manner, medication wasn’t working to combat despite adding an atypical antipsychotic and increasing dosage weekly. Still ended up in hospital psychiatric unit and had to be readmitted 48 hrs after first discharge for same reason. Went through 2 other antipsychotics before getting it under control. They need to make warnings about theses side effects much more prominent. I’m now going to be have an Oophorectomy instead, so I can take aromatase inhibitor still.",2,0
Ulipristal,"If I could give a rating of 0, I would. I had very heavy bleeding from fibroid. It was supposed to slow down bleeding and shrink fibroid. This drug made it worse. And the fibroid did not shrink. Terrible experience.",1,0
Ulipristal,"If I could give a rating of 0, I would. I had very heavy bleeding from fibroid. It was supposed to slow down bleeding and shrink fibroid. This drug made it worse. And the fibroid did not shrink. Terrible experience.",1,0
Ulipristal,My OBGYN prescribed this med for my heavy periods I've been suffering with since I had a tubal ligation in 2007.   I have just completed my first cycle and I pleased to say I FINALLY HAVE A LIGHT TO REGULAR FLOW PERIOD. THANK YOU FOR THIS MED..LIFE SAVER!,10,1
Ulipristal,I can sleep through the night. No more getting up twice to just let it all out and clean up the mess. No more running to the bathroom every two hours because I'm leaking through. I love this.,10,1
Traxemic acid,To the point I was flooding a super tampon in less than an hour and it was like a tap with clots the size of 50p. I have taken once month last month. 3 days  two tabs 3 times p/d. This month I have to take them but now I am 8 days late on my period. I already have fertility problems and had my left tube taken out 3years ago for the best interest of my health. I am 32 and  had two long term relationships. I've never used contraception with my 2 partners and have never conceived. I am awaiting further diagnosis from my gynaecologist. Just wondering has anyone else's cycle stopped completely taking these tablets?,10,1
Traxemic acid,"I used to have super heavy periods, where even standing up would be an issue (now have bloodstains all around the house from leaking) and I would leak through super plus tampon and super night pad together after just an hour, now my period is 'normal' I wouldn't call it light cause it's still not light I think but it's just normal like other people's periods and I think it is FAB! and I would recommend this to any fellow lady with crazy mental periods because I've not leaked since! wooooo ((however cramps have slightly worsened))",10,1
Traxemic acid,"I love this medication. I bleed super heavy during my cycle. A pad and tampon will last for an hour at most. My doctor wants to do ablation surgery, but I wanted to try the medicine first. It really reduced the bleeding, but my periods went from 9 days to 13.  However, they are light days so I'm happy. For the first 4 months I got a headache with each dose, but now that has gone away.",10,1
Traxemic acid,"I have fibroids and my periods reflects this with large clots, blood pouring into toilet, soaking super size tampon in 25 minutes and severe cramps. Took this medication as prescribed, (2 tablets every 8 hours up to five days) and by dose 3, my period gets manageable. I use Tynol Extra Strength for my cramping pain because Advil is a blood thinner and it works good. I can go 2 hours with a super size tampon now and the extreme heavy bleeding is down to a ""normal"" heavy period. I'd say it reduced bleeding by 40 to 50 %. Instead of 5 or 6 days of bleeding heavy, it's 3 days of "" normal"" heavy and 6 days in total of menstruation. Ladies I recommend giving this a go if you also have severe heavy periods. Mild headache as side effect but it is tummy friendly and I have my life back during my periods.",10,1
Traxemic acid,This medicine is a blessing  I am 43 years old I eat healthy and exercise everyday except weekends. On March 15 2017 I was given the depot shot for my heavy bleeding BIG MISTAKE. From the shot I experience more bleeding and blood clots then I ever experience prior to me taking the shot. My bleeding continued for over 90 days I was admitted to the hospital for low blood and had to have a 4 pints of blood transfusion.  On  July 4 my doctor prescribed Lysteda I did experience some cramping and back pain but after 5 days of taking this medicine 3 times a day my bleeding stop completely now husband and I are much happier people!!,10,1
Traxemic acid,Where has this been all my life?  My cycles were really heavy.  I would use an ultra tampon and have an overnight pad on as well.  I would go to the bathroom every hour.  Now I can go every 3-4 hours.  I don't have to worry about getting up in the middle of the night changing pads.  Now I can move on with life and don't have to worry about going somewhere on cycle days.,10,1
Traxemic acid,"Tranexamic acid stops my heavy bleeding I take it 3 times a day and I  take it only one day and it stops my bleeding otherwise my bleeding never stops not even any birth control pills help.
It stops my bleeding so I am happy to use it.
But take original brand as the 
generic never help me",10,1
Traxemic acid,"I've been on Lysteda for 6 months and it really has saved my sanity. I didn't want to jump the gun with a review as I've had birth control pills work for a month or 2 then suddenly my period would come back as bad, if not worse, and lasted once for 41 days! The bleeding and clotting sending me to the bathroom every 30-45 mins has stopped, no more getting up in the middle of the night or changing the sheets at 4am and I've been very lucky with no side effects. 6 pills a day is a lot but considering the alternative of unstoppable bleeding, I happily take them.  It's not a total miracle, I still have ""heavy"" days those would've been a good day for me in the past.  It's worth it, I'm very happy with it.",10,1
Traxemic acid,Works very well for heavy bleeding during menstrual cycle,10,1
Traxemic acid,"I have 20  large fibroids that have come back after two my surgeries. I have just started taking these tablets and what a huge difference it has made to my life. I can now leave the house and no more flooding. I can sleep though the night without getting up multiple times to change. No more large clots. If you bleed to death every month, get these tablets!",10,1
Traxemic acid,"Lysteda is amazing.  I have menorrhagia caused by adenomyosis.  I have dealt with disablingly heavy periods for nearly 10 years.  I usually take two days off from work and wear diapers for the first two days of my period, waking up several times throughout the night to change.  I also experience debilitating cramps and became severely anemic from the heavy bleeding.  This is my first month on Lysteda.  I just completed my third day of treatment, and this is the first normal period I have had in years - no diapers and no cramping whatsoever!  My flow was so light that I only had to change my pad a few times on the heaviest day, and had no need for tampons.  I highly recommend Lysteda.",10,1
Traxemic acid,I am very pleased with Lysteda. My OBGYN prescribed this med for my heavy periods I've been suffering with since I had a tubal ligation in 2007.   I have just completed my first cycle and I pleased to say I FINALLY HAVE A LIGHT TO REGULAR FLOW PERIOD. THANK YOU FOR THIS MED..LIFE SAVER!,10,1
Traxemic acid,I can sleep through the night. No more getting up twice to just let it all out and clean up the mess. No more running to the bathroom every two hours because I'm leaking through. I love this.,10,1
Traxemic acid,My periods were getting worse. To the point I was flooding a super tampon in less than an hour and it was like a tap with clots the size of 50p. I have taken once month last month. 3 days  two tabs 3 times p/d. This month I have to take them but now I am 8 days late on my period. I already have fertility problems and had my left tube taken out 3years ago for the best interest of my health. I am 32 and  had two long term relationships. I've never used contraception with my 2 partners and have never conceived. I am awaiting further diagnosis from my gynaecologist. Just wondering has anyone else's cycle stopped completely taking these tablets?,10,1
Traxemic acid,"I used to have super heavy periods, where even standing up would be an issue (now have bloodstains all around the house from leaking) and I would leak through super plus tampon and super night pad together after just an hour, now my period is 'normal' I wouldn't call it light cause it's still not light I think but it's just normal like other people's periods and I think it is FAB! and I would recommend this to any fellow lady with crazy mental periods because I've not leaked since! wooooo ((however cramps have slightly worsened))",10,1
Traxemic acid,"I love this medication. I bleed super heavy during my cycle. A pad and tampon will last for an hour at most. My doctor wants to do ablation surgery, but I wanted to try the medicine first. It really reduced the bleeding, but my periods went from 9 days to 13.  However, they are light days so I'm happy. For the first 4 months I got a headache with each dose, but now that has gone away.",10,1
Traxemic acid,"I have fibroids and my periods reflects this with large clots, blood pouring into toilet, soaking super size tampon in 25 minutes and severe cramps. Took this medication as prescribed, (2 tablets every 8 hours up to five days) and by dose 3, my period gets manageable. I use Tynol Extra Strength for my cramping pain because Advil is a blood thinner and it works good. I can go 2 hours with a super size tampon now and the extreme heavy bleeding is down to a ""normal"" heavy period. I'd say it reduced bleeding by 40 to 50 %. Instead of 5 or 6 days of bleeding heavy, it's 3 days of "" normal"" heavy and 6 days in total of menstruation. Ladies I recommend giving this a go if you also have severe heavy periods. Mild headache as side effect but it is tummy friendly and I have my life back during my periods.",10,1
Traxemic acid,This medicine is a blessing  I am 43 years old I eat healthy and exercise everyday except weekends. On March 15 2017 I was given the depot shot for my heavy bleeding BIG MISTAKE. From the shot I experience more bleeding and blood clots then I ever experience prior to me taking the shot. My bleeding continued for over 90 days I was admitted to the hospital for low blood and had to have a 4 pints of blood transfusion.  On  July 4 my doctor prescribed Lysteda I did experience some cramping and back pain but after 5 days of taking this medicine 3 times a day my bleeding stop completely now husband and I are much happier people!!,10,1
Traxemic acid,Where has this been all my life?  My cycles were really heavy.  I would use an ultra tampon and have an overnight pad on as well.  I would go to the bathroom every hour.  Now I can go every 3-4 hours.  I don't have to worry about getting up in the middle of the night changing pads.  Now I can move on with life and don't have to worry about going somewhere on cycle days.,10,1
Traxemic acid,"Tranexamic acid stops my heavy bleeding I take it 3 times a day and I  take it only one day and it stops my bleeding otherwise my bleeding never stops not even any birth control pills help.
It stops my bleeding so I am happy to use it.
But take original brand as the 
generic never help me",10,1
Traxemic acid,"I've been on Lysteda for 6 months and it really has saved my sanity. I didn't want to jump the gun with a review as I've had birth control pills work for a month or 2 then suddenly my period would come back as bad, if not worse, and lasted once for 41 days! The bleeding and clotting sending me to the bathroom every 30-45 mins has stopped, no more getting up in the middle of the night or changing the sheets at 4am and I've been very lucky with no side effects. 6 pills a day is a lot but considering the alternative of unstoppable bleeding, I happily take them.  It's not a total miracle, I still have ""heavy"" days those would've been a good day for me in the past.  It's worth it, I'm very happy with it.",10,1
Traxemic acid,Works very well for heavy bleeding during menstrual cycle,10,1
Traxemic acid,"I have 20  large fibroids that have come back after two my surgeries. I have just started taking these tablets and what a huge difference it has made to my life. I can now leave the house and no more flooding. I can sleep though the night without getting up multiple times to change. No more large clots. If you bleed to death every month, get these tablets!",10,1
Traxemic acid,"Lysteda is amazing.  I have menorrhagia caused by adenomyosis.  I have dealt with disablingly heavy periods for nearly 10 years.  I usually take two days off from work and wear diapers for the first two days of my period, waking up several times throughout the night to change.  I also experience debilitating cramps and became severely anemic from the heavy bleeding.  This is my first month on Lysteda.  I just completed my third day of treatment, and this is the first normal period I have had in years - no diapers and no cramping whatsoever!  My flow was so light that I only had to change my pad a few times on the heaviest day, and had no need for tampons.  I highly recommend Lysteda.",10,1
Traxemic acid,Please be sure not to always trust advice given by a general pract. I begun taking the medication as I suffered heavy periods. I have now no periods . I have now severe health problem as my ovaries are effected from the medication . Also causing slowing and muscular problems speech and trouble thinking . Also tiredness most times not wanting to wake up. I am thankfully a mother but I did not think this could effect my chance in the  future for more children.  It completely stopped my periods and ruined my hormone levels. My count is so bad the effects are scary. Cyst have been a major cause of stomach pain and depression .,10,1
